Name,External ID,Control ID,Statement ID,Control Question
CM-2(b) Baseline Configuration,cm-2_smt.b,cm-2,cm-2_smt.b,Review and update the baseline configuration of the system: 1. [frequency]; 2. When required due to [circumstances] ; and 3. When system components are installed or upgraded.
CM-2.2 Automation Support for Accuracy and Currency,cm-2.2,cm-2.2,,"Maintain the currency, completeness, accuracy, and availability of the baseline configuration of the system using [automated mechanisms]."
CM-2.3 Retention of Previous Configurations,cm-2.3,cm-2.3,,Retain [number] of previous versions of baseline configurations of the system to support rollback.
CM-2.7(a) Configure Systems and Components for High-risk Areas,cm-2.7_smt.a,cm-2.7,cm-2.7_smt.a,Issue [systems or system components] with [configurations] to individuals traveling to locations that the organization deems to be of significant risk; and
CM-2.7(b) Configure Systems and Components for High-risk Areas,cm-2.7_smt.b,cm-2.7,cm-2.7_smt.b,Apply the following controls to the systems or components when the individuals return from travel: [controls].
CM-3(a) Configuration Change Control,cm-3_smt.a,cm-3,cm-3_smt.a,Determine and document the types of changes to the system that are configuration-controlled;
CM-3(b) Configuration Change Control,cm-3_smt.b,cm-3,cm-3_smt.b,Review proposed configuration-controlled changes to the system and approve or disapprove such changes with explicit consideration for security and privacy impact analyses;
CM-3(c) Configuration Change Control,cm-3_smt.c,cm-3,cm-3_smt.c,Document configuration change decisions associated with the system;
CM-3(d) Configuration Change Control,cm-3_smt.d,cm-3,cm-3_smt.d,Implement approved configuration-controlled changes to the system;
CM-3(e) Configuration Change Control,cm-3_smt.e,cm-3,cm-3_smt.e,Retain records of configuration-controlled changes to the system for [time period];
CM-3(f) Configuration Change Control,cm-3_smt.f,cm-3,cm-3_smt.f,Monitor and review activities associated with configuration-controlled changes to the system; and
CM-3(g) Configuration Change Control,cm-3_smt.g,cm-3,cm-3_smt.g,Coordinate and provide oversight for configuration change control activities through [configuration change control element] that convenes [ | when ].
"CM-3.2 Testing, Validation, and Documentation of Changes",cm-3.2,cm-3.2,,"Test, validate, and document changes to the system before finalizing the implementation of the changes."
CM-3.4 Security and Privacy Representatives,cm-3.4,cm-3.4,,Require [organization-defined security and privacy representatives] to be members of the [configuration change control element].
CM-4 Impact Analyses,cm-4,cm-4,,Analyze changes to the system to determine potential security and privacy impacts prior to change implementation.
CM-4.2 Verification of Controls,cm-4.2,cm-4.2,,"After system changes, verify that the impacted controls are implemented correctly, operating as intended, and producing the desired outcome with regard to meeting the security and privacy requirements for the system."
CM-5 Access Restrictions for Change,cm-5,cm-5,,"Define, document, approve, and enforce physical and logical access restrictions associated with changes to the system."
CM-5.1(a) Automated Access Enforcement and Audit Records,cm-5.1_smt.a,cm-5.1,cm-5.1_smt.a,Enforce access restrictions using [automated mechanisms] ; and
CM-5.1(b) Automated Access Enforcement and Audit Records,cm-5.1_smt.b,cm-5.1,cm-5.1_smt.b,Automatically generate audit records of the enforcement actions.
CM-5.5(a) Privilege Limitation for Production and Operation,cm-5.5_smt.a,cm-5.5,cm-5.5_smt.a,Limit privileges to change system components and system-related information within a production or operational environment; and
CM-5.5(b) Privilege Limitation for Production and Operation,cm-5.5_smt.b,cm-5.5,cm-5.5_smt.b,Review and reevaluate privileges [organization-defined frequency].
CM-6(a) Configuration Settings,cm-6_smt.a,cm-6,cm-6_smt.a,Establish and document configuration settings for components employed within the system that reflect the most restrictive mode consistent with operational requirements using [common secure configurations];
CM-6(b) Configuration Settings,cm-6_smt.b,cm-6,cm-6_smt.b,Implement the configuration settings;
CM-6(c) Configuration Settings,cm-6_smt.c,cm-6,cm-6_smt.c,"Identify, document, and approve any deviations from established configuration settings for [system components] based on [operational requirements] ; and"
CM-6(d) Configuration Settings,cm-6_smt.d,cm-6,cm-6_smt.d,Monitor and control changes to the configuration settings in accordance with organizational policies and procedures.
"CM-6.1 Automated Management, Application, and Verification",cm-6.1,cm-6.1,,"Manage, apply, and verify configuration settings for [system components] using [organization-defined automated mechanisms]."
CM-7(a) Least Functionality,cm-7_smt.a,cm-7,cm-7_smt.a,Configure the system to provide only [mission-essential capabilities] ; and
CM-7(b) Least Functionality,cm-7_smt.b,cm-7,cm-7_smt.b,"Prohibit or restrict the use of the following functions, ports, protocols, software, and/or services: [organization-defined prohibited or restricted functions, system ports, protocols, software, and/or services]."
CM-7.1(a) Periodic Review,cm-7.1_smt.a,cm-7.1,cm-7.1_smt.a,"Review the system [frequency] to identify unnecessary and/or nonsecure functions, ports, protocols, software, and services; and"
CM-7.1(b) Periodic Review,cm-7.1_smt.b,cm-7.1,cm-7.1_smt.b,"Disable or remove [organization-defined functions, ports, protocols, software, and services within the system deemed to be unnecessary and/or nonsecure]."
CM-7.2 Prevent Program Execution,cm-7.2,cm-7.2,,Prevent program execution in accordance with [ | rules authorizing the terms and conditions of software program usage].
CM-7.5(a) Authorized Software — Allow-by-exception,cm-7.5_smt.a,cm-7.5,cm-7.5_smt.a,Identify [software programs];
CM-7.5(b) Authorized Software — Allow-by-exception,cm-7.5_smt.b,cm-7.5,cm-7.5_smt.b,"Employ a deny-all, permit-by-exception policy to allow the execution of authorized software programs on the system; and"
CM-7.5(c) Authorized Software — Allow-by-exception,cm-7.5_smt.c,cm-7.5,cm-7.5_smt.c,Review and update the list of authorized software programs [frequency].
CM-8(a) System Component Inventory,cm-8_smt.a,cm-8,cm-8_smt.a,Develop and document an inventory of system components that: 1. Accurately reflects the system; 2. Includes all components within the system; 3. Does not include duplicate accounting of components or components assigned to any other system; 4. Is at the level of granularity deemed necessary for tracking and reporting; and 5. Includes the following information to achieve system component accountability: [information] ; and
CM-8(b) System Component Inventory,cm-8_smt.b,cm-8,cm-8_smt.b,Review and update the system component inventory [frequency].
CM-8.1 Updates During Installation and Removal,cm-8.1,cm-8.1,,"Update the inventory of system components as part of component installations, removals, and system updates."
CM-8.3(a) Automated Unauthorized Component Detection,cm-8.3_smt.a,cm-8.3,cm-8.3_smt.a,"Detect the presence of unauthorized hardware, software, and firmware components within the system using [organization-defined automated mechanisms] [frequency] ; and"
CM-8.3(b) Automated Unauthorized Component Detection,cm-8.3_smt.b,cm-8.3,cm-8.3_smt.b,Take the following actions when unauthorized components are detected: [disable network access by unauthorized components | isolate unauthorized components | notify ].
CM-9(a) Configuration Management Plan,cm-9_smt.a,cm-9,cm-9_smt.a,"Addresses roles, responsibilities, and configuration management processes and procedures;"
CM-9(b) Configuration Management Plan,cm-9_smt.b,cm-9,cm-9_smt.b,Establishes a process for identifying configuration items throughout the system development life cycle and for managing the configuration of the configuration items;
CM-9(c) Configuration Management Plan,cm-9_smt.c,cm-9,cm-9_smt.c,Defines the configuration items for the system and places the configuration items under configuration management;
CM-9(d) Configuration Management Plan,cm-9_smt.d,cm-9,cm-9_smt.d,Is reviewed and approved by [personnel or roles] ; and
CM-9(e) Configuration Management Plan,cm-9_smt.e,cm-9,cm-9_smt.e,Protects the configuration management plan from unauthorized disclosure and modification.
CM-10(a) Software Usage Restrictions,cm-10_smt.a,cm-10,cm-10_smt.a,Use software and associated documentation in accordance with contract agreements and copyright laws;
CM-10(b) Software Usage Restrictions,cm-10_smt.b,cm-10,cm-10_smt.b,Track the use of software and associated documentation protected by quantity licenses to control copying and distribution; and
CM-10(c) Software Usage Restrictions,cm-10_smt.c,cm-10,cm-10_smt.c,"Control and document the use of peer-to-peer file sharing technology to ensure that this capability is not used for the unauthorized distribution, display, performance, or reproduction of copyrighted work."
CM-11(a) User-installed Software,cm-11_smt.a,cm-11,cm-11_smt.a,Establish [policies] governing the installation of software by users;
CM-11(b) User-installed Software,cm-11_smt.b,cm-11,cm-11_smt.b,Enforce software installation policies through the following methods: [methods] ; and
CM-11(c) User-installed Software,cm-11_smt.c,cm-11,cm-11_smt.c,Monitor policy compliance [frequency].
CM-12(a) Information Location,cm-12_smt.a,cm-12,cm-12_smt.a,Identify and document the location of [information] and the specific system components on which the information is processed and stored;
CM-12(b) Information Location,cm-12_smt.b,cm-12,cm-12_smt.b,Identify and document the users who have access to the system and system components where the information is processed and stored; and
CM-12(c) Information Location,cm-12_smt.c,cm-12,cm-12_smt.c,"Document changes to the location (i.e., system or system components) where the information is processed and stored."
CM-12.1 Automated Tools to Support Information Location,cm-12.1,cm-12.1,,Use automated tools to identify [information by information type] on [system components] to ensure controls are in place to protect organizational information and individual privacy. Requirement: According to FedRAMP Authorization Boundary Guidance.
CP-1(a) Policy and Procedures,cp-1_smt.a,cp-1,cp-1_smt.a,"Develop, document, and disseminate to [organization-defined personnel or roles]: 1. [organization-level | mission/business process-level | system-level] contingency planning policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the contingency planning policy and the associated contingency planning controls;"
CP-1(b) Policy and Procedures,cp-1_smt.b,cp-1,cp-1_smt.b,"Designate an [official] to manage the development, documentation, and dissemination of the contingency planning policy and procedures; and"
CP-1(c) Policy and Procedures,cp-1_smt.c,cp-1,cp-1_smt.c,Review and update the current contingency planning: 1. Policy [frequency] and following [events] ; and 2. Procedures [frequency] and following [events].
CP-2(a) Contingency Plan,cp-2_smt.a,cp-2,cp-2_smt.a,"Develop a contingency plan for the system that: 1. Identifies essential mission and business functions and associated contingency requirements; 2. Provides recovery objectives, restoration priorities, and metrics; 3. Addresses contingency roles, responsibilities, assigned individuals with contact information; 4. Addresses maintaining essential mission and business functions despite a system disruption, compromise, or failure; 5. Addresses eventual, full system restoration without deterioration of the controls originally planned and implemented; 6. Addresses the sharing of contingency information; and 7. Is reviewed and approved by [organization-defined personnel or roles];"
CP-2(b) Contingency Plan,cp-2_smt.b,cp-2,cp-2_smt.b,Distribute copies of the contingency plan to [organization-defined key contingency personnel (identified by name and/or by role) and organizational elements];
CP-2(c) Contingency Plan,cp-2_smt.c,cp-2,cp-2_smt.c,Coordinate contingency planning activities with incident handling activities;
CP-2(d) Contingency Plan,cp-2_smt.d,cp-2,cp-2_smt.d,Review the contingency plan for the system [frequency];
CP-2(e) Contingency Plan,cp-2_smt.e,cp-2,cp-2_smt.e,"Update the contingency plan to address changes to the organization, system, or environment of operation and problems encountered during contingency plan implementation, execution, or testing;"
CP-2(f) Contingency Plan,cp-2_smt.f,cp-2,cp-2_smt.f,Communicate contingency plan changes to [organization-defined key contingency personnel (identified by name and/or by role) and organizational elements];
CP-2(g) Contingency Plan,cp-2_smt.g,cp-2,cp-2_smt.g,"Incorporate lessons learned from contingency plan testing, training, or actual contingency activities into contingency testing and training; and"
CP-2(h) Contingency Plan,cp-2_smt.h,cp-2,cp-2_smt.h,Protect the contingency plan from unauthorized disclosure and modification.
CP-2.1 Coordinate with Related Plans,cp-2.1,cp-2.1,,Coordinate contingency plan development with organizational elements responsible for related plans.
CP-2.3 Resume Mission and Business Functions,cp-2.3,cp-2.3,,Plan for the resumption of [all | essential] mission and business functions within [time period] of contingency plan activation.
CP-2.8 Identify Critical Assets,cp-2.8,cp-2.8,,Identify critical system assets supporting [all | essential] mission and business functions.
CP-3(a) Contingency Training,cp-3_smt.a,cp-3,cp-3_smt.a,Provide contingency training to system users consistent with assigned roles and responsibilities: 1. Within [time period] of assuming a contingency role or responsibility; 2. When required by system changes; and 3. [frequency] thereafter; and
CP-3(b) Contingency Training,cp-3_smt.b,cp-3,cp-3_smt.b,Review and update contingency training content [frequency] and following [events].
CP-4(a) Contingency Plan Testing,cp-4_smt.a,cp-4,cp-4_smt.a,Test the contingency plan for the system [frequency] using the following tests to determine the effectiveness of the plan and the readiness to execute the plan: [organization-defined tests].
CP-4(b) Contingency Plan Testing,cp-4_smt.b,cp-4,cp-4_smt.b,Review the contingency plan test results; and
CP-4(c) Contingency Plan Testing,cp-4_smt.c,cp-4,cp-4_smt.c,"Initiate corrective actions, if needed."
CP-4.1 Coordinate with Related Plans,cp-4.1,cp-4.1,,Coordinate contingency plan testing with organizational elements responsible for related plans.
CP-6(a) Alternate Storage Site,cp-6_smt.a,cp-6,cp-6_smt.a,"Establish an alternate storage site, including necessary agreements to permit the storage and retrieval of system backup information; and"
CP-6(b) Alternate Storage Site,cp-6_smt.b,cp-6,cp-6_smt.b,Ensure that the alternate storage site provides controls equivalent to that of the primary site.
CP-6.1 Separation from Primary Site,cp-6.1,cp-6.1,,Identify an alternate storage site that is sufficiently separated from the primary storage site to reduce susceptibility to the same threats.
CP-6.3 Accessibility,cp-6.3,cp-6.3,,Identify potential accessibility problems to the alternate storage site in the event of an area-wide disruption or disaster and outline explicit mitigation actions.
CP-7(a) Alternate Processing Site,cp-7_smt.a,cp-7,cp-7_smt.a,"Establish an alternate processing site, including necessary agreements to permit the transfer and resumption of [system operations] for essential mission and business functions within [time period] when the primary processing capabilities are unavailable;"
CP-7(b) Alternate Processing Site,cp-7_smt.b,cp-7,cp-7_smt.b,"Make available at the alternate processing site, the equipment and supplies required to transfer and resume operations or put contracts in place to support delivery to the site within the organization-defined time period for transfer and resumption; and"
CP-7(c) Alternate Processing Site,cp-7_smt.c,cp-7,cp-7_smt.c,Provide controls at the alternate processing site that are equivalent to those at the primary site.
CP-7.1 Separation from Primary Site,cp-7.1,cp-7.1,,Identify an alternate processing site that is sufficiently separated from the primary processing site to reduce susceptibility to the same threats.
CP-7.2 Accessibility,cp-7.2,cp-7.2,,Identify potential accessibility problems to alternate processing sites in the event of an area-wide disruption or disaster and outlines explicit mitigation actions.
CP-7.3 Priority of Service,cp-7.3,cp-7.3,,Develop alternate processing site agreements that contain priority-of-service provisions in accordance with availability requirements (including recovery time objectives).
CP-8 Telecommunications Services,cp-8,cp-8,,"Establish alternate telecommunications services, including necessary agreements to permit the resumption of [system operations] for essential mission and business functions within [time period] when the primary telecommunications capabilities are unavailable at either the primary or alternate processing or storage sites. Requirement: The service provider defines a time period consistent with the recovery time objectives and business impact analysis."
CP-8.1(a) Priority of Service Provisions,cp-8.1_smt.a,cp-8.1,cp-8.1_smt.a,Develop primary and alternate telecommunications service agreements that contain priority-of-service provisions in accordance with availability requirements (including recovery time objectives); and
CP-8.1(b) Priority of Service Provisions,cp-8.1_smt.b,cp-8.1,cp-8.1_smt.b,Request Telecommunications Service Priority for all telecommunications services used for national security emergency preparedness if the primary and/or alternate telecommunications services are provided by a common carrier.
CP-8.2 Single Points of Failure,cp-8.2,cp-8.2,,Obtain alternate telecommunications services to reduce the likelihood of sharing a single point of failure with primary telecommunications services.
CP-9(a) System Backup,cp-9_smt.a,cp-9,cp-9_smt.a,Conduct backups of user-level information contained in [system components] [frequency];
CP-9(b) System Backup,cp-9_smt.b,cp-9,cp-9_smt.b,Conduct backups of system-level information contained in the system [frequency];
CP-9(c) System Backup,cp-9_smt.c,cp-9,cp-9_smt.c,"Conduct backups of system documentation, including security- and privacy-related documentation [frequency] ; and"
CP-9(d) System Backup,cp-9_smt.d,cp-9,cp-9_smt.d,"Protect the confidentiality, integrity, and availability of backup information."
CP-9.1 Testing for Reliability and Integrity,cp-9.1,cp-9.1,,Test backup information [organization-defined frequency] to verify media reliability and information integrity.
CP-9.8 Cryptographic Protection,cp-9.8,cp-9.8,,Implement cryptographic mechanisms to prevent unauthorized disclosure and modification of [backup information].
CP-10 System Recovery and Reconstitution,cp-10,cp-10,,"Provide for the recovery and reconstitution of the system to a known state within [organization-defined time period consistent with recovery time and recovery point objectives] after a disruption, compromise, or failure."
CP-10.2 Transaction Recovery,cp-10.2,cp-10.2,,Implement transaction recovery for systems that are transaction-based.
IA-1(a) Policy and Procedures,ia-1_smt.a,ia-1,ia-1_smt.a,"Develop, document, and disseminate to [organization-defined personnel or roles]: 1. [organization-level | mission/business process-level | system-level] identification and authentication policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the identification and authentication policy and the associated identification and authentication controls;"
IA-1(b) Policy and Procedures,ia-1_smt.b,ia-1,ia-1_smt.b,"Designate an [official] to manage the development, documentation, and dissemination of the identification and authentication policy and procedures; and"
IA-1(c) Policy and Procedures,ia-1_smt.c,ia-1,ia-1_smt.c,Review and update the current identification and authentication: 1. Policy [frequency] and following [events] ; and 2. Procedures [frequency] and following [events].
IA-2 Identification and Authentication (Organizational Users),ia-2,ia-2,,"Uniquely identify and authenticate organizational users and associate that unique identification with processes acting on behalf of those users. Requirement: For all control enhancements that specify multifactor authentication, the implementation must adhere to the Digital Identity Guidelines specified in NIST Special Publication 800-63B. Requirement: Multi-factor authentication must be phishing-resistant. Requirement: All uses of encrypted virtual private networks must meet all applicable Federal requirements and architecture, dataflow, and security and privacy controls must be documented, assessed, and authorized to operate."
IA-2.1 Multi-factor Authentication to Privileged Accounts,ia-2.1,ia-2.1,,"Implement multi-factor authentication for access to privileged accounts. Requirement: According to SP 800-63-3, SP 800-63A (IAL), SP 800-63B (AAL), and SP 800-63C (FAL). Requirement: Multi-factor authentication must be phishing-resistant."
IA-2.2 Multi-factor Authentication to Non-privileged Accounts,ia-2.2,ia-2.2,,"Implement multi-factor authentication for access to non-privileged accounts. Requirement: According to SP 800-63-3, SP 800-63A (IAL), SP 800-63B (AAL), and SP 800-63C (FAL). Requirement: Multi-factor authentication must be phishing-resistant."
IA-2.5 Individual Authentication with Group Authentication,ia-2.5,ia-2.5,,"When shared accounts or authenticators are employed, require users to be individually authenticated before granting access to the shared accounts or resources."
IA-2.6(a) Access to Accounts —separate Device,ia-2.6_smt.a,ia-2.6,ia-2.6_smt.a,One of the factors is provided by a device separate from the system gaining access; and
IA-2.6(b) Access to Accounts —separate Device,ia-2.6_smt.b,ia-2.6,ia-2.6_smt.b,The device meets [strength of mechanism requirements].
IA-2.8 Access to Accounts — Replay Resistant,ia-2.8,ia-2.8,,Implement replay-resistant authentication mechanisms for access to [privileged accounts | non-privileged accounts].
IA-2.12 Acceptance of PIV Credentials,ia-2.12,ia-2.12,,Accept and electronically verify Personal Identity Verification-compliant credentials.
IA-3 Device Identification and Authentication,ia-3,ia-3,,Uniquely identify and authenticate [devices and/or types of devices] before establishing a [local | remote | network] connection.
IA-4(a) Identifier Management,ia-4_smt.a,ia-4,ia-4_smt.a,"Receiving authorization from [personnel or roles] to assign an individual, group, role, service, or device identifier;"
IA-4(b) Identifier Management,ia-4_smt.b,ia-4,ia-4_smt.b,"Selecting an identifier that identifies an individual, group, role, service, or device;"
IA-4(c) Identifier Management,ia-4_smt.c,ia-4,ia-4_smt.c,"Assigning the identifier to the intended individual, group, role, service, or device; and"
IA-4(d) Identifier Management,ia-4_smt.d,ia-4,ia-4_smt.d,Preventing reuse of identifiers for [time period].
IA-4.4 Identify User Status,ia-4.4,ia-4.4,,Manage individual identifiers by uniquely identifying each individual as [characteristics].
IA-5(a) Authenticator Management,ia-5_smt.a,ia-5,ia-5_smt.a,"Verifying, as part of the initial authenticator distribution, the identity of the individual, group, role, service, or device receiving the authenticator;"
IA-5(b) Authenticator Management,ia-5_smt.b,ia-5,ia-5_smt.b,Establishing initial authenticator content for any authenticators issued by the organization;
IA-5(c) Authenticator Management,ia-5_smt.c,ia-5,ia-5_smt.c,Ensuring that authenticators have sufficient strength of mechanism for their intended use;
IA-5(d) Authenticator Management,ia-5_smt.d,ia-5,ia-5_smt.d,"Establishing and implementing administrative procedures for initial authenticator distribution, for lost or compromised or damaged authenticators, and for revoking authenticators;"
IA-5(e) Authenticator Management,ia-5_smt.e,ia-5,ia-5_smt.e,Changing default authenticators prior to first use;
IA-5(f) Authenticator Management,ia-5_smt.f,ia-5,ia-5_smt.f,Changing or refreshing authenticators [time period by authenticator type] or when [events] occur;
IA-5(g) Authenticator Management,ia-5_smt.g,ia-5,ia-5_smt.g,Protecting authenticator content from unauthorized disclosure and modification;
IA-5(h) Authenticator Management,ia-5_smt.h,ia-5,ia-5_smt.h,"Requiring individuals to take, and having devices implement, specific controls to protect authenticators; and"
IA-5(i) Authenticator Management,ia-5_smt.i,ia-5,ia-5_smt.i,Changing authenticators for group or role accounts when membership to those accounts changes.
IA-5.1(a) Password-based Authentication,ia-5.1_smt.a,ia-5.1,ia-5.1_smt.a,"Maintain a list of commonly-used, expected, or compromised passwords and update the list [frequency] and when organizational passwords are suspected to have been compromised directly or indirectly;"
IA-5.1(b) Password-based Authentication,ia-5.1_smt.b,ia-5.1,ia-5.1_smt.b,"Verify, when users create or update passwords, that the passwords are not found on the list of commonly-used, expected, or compromised passwords in IA-5(1)(a);"
IA-5.1(c) Password-based Authentication,ia-5.1_smt.c,ia-5.1,ia-5.1_smt.c,Transmit passwords only over cryptographically-protected channels;
IA-5.1(d) Password-based Authentication,ia-5.1_smt.d,ia-5.1,ia-5.1_smt.d,"Store passwords using an approved salted key derivation function, preferably using a keyed hash;"
IA-5.1(e) Password-based Authentication,ia-5.1_smt.e,ia-5.1,ia-5.1_smt.e,Require immediate selection of a new password upon account recovery;
IA-5.1(f) Password-based Authentication,ia-5.1_smt.f,ia-5.1,ia-5.1_smt.f,"Allow user selection of long passwords and passphrases, including spaces and all printable characters;"
IA-5.1(g) Password-based Authentication,ia-5.1_smt.g,ia-5.1,ia-5.1_smt.g,Employ automated tools to assist the user in selecting strong password authenticators; and
IA-5.1(h) Password-based Authentication,ia-5.1_smt.h,ia-5.1,ia-5.1_smt.h,Enforce the following composition and complexity rules: [composition and complexity rules].
IA-5.2(a) Public Key-based Authentication,ia-5.2_smt.a,ia-5.2,ia-5.2_smt.a,For public key-based authentication: (1) Enforce authorized access to the corresponding private key; and (2) Map the authenticated identity to the account of the individual or group; and
IA-5.2(b) Public Key-based Authentication,ia-5.2_smt.b,ia-5.2,ia-5.2_smt.b,"When public key infrastructure (PKI) is used: (1) Validate certificates by constructing and verifying a certification path to an accepted trust anchor, including checking certificate status information; and (2) Implement a local cache of revocation data to support path discovery and validation."
IA-5.6 Protection of Authenticators,ia-5.6,ia-5.6,,Protect authenticators commensurate with the security category of the information to which use of the authenticator permits access.
IA-5.7 No Embedded Unencrypted Static Authenticators,ia-5.7,ia-5.7,,Ensure that unencrypted static authenticators are not embedded in applications or other forms of static storage.
IA-6 Authentication Feedback,ia-6,ia-6,,Obscure feedback of authentication information during the authentication process to protect the information from possible exploitation and use by unauthorized individuals.
IA-7 Cryptographic Module Authentication,ia-7,ia-7,,"Implement mechanisms for authentication to a cryptographic module that meet the requirements of applicable laws, executive orders, directives, policies, regulations, standards, and guidelines for such authentication."
IA-8 Identification and Authentication (Non-organizational Users),ia-8,ia-8,,Uniquely identify and authenticate non-organizational users or processes acting on behalf of non-organizational users.
IA-8.1 Acceptance of PIV Credentials from Other Agencies,ia-8.1,ia-8.1,,Accept and electronically verify Personal Identity Verification-compliant credentials from other federal agencies.
IA-8.2(a) Acceptance of External Authenticators,ia-8.2_smt.a,ia-8.2,ia-8.2_smt.a,Accept only external authenticators that are NIST-compliant; and
IA-8.2(b) Acceptance of External Authenticators,ia-8.2_smt.b,ia-8.2,ia-8.2_smt.b,Document and maintain a list of accepted external authenticators.
IA-8.4 Use of Defined Profiles,ia-8.4,ia-8.4,,Conform to the following profiles for identity management [identity management profiles].
IA-11 Re-authentication,ia-11,ia-11,,Require users to re-authenticate when [circumstances or situations].
IA-12(a) Identity Proofing,ia-12_smt.a,ia-12,ia-12_smt.a,Identity proof users that require accounts for logical access to systems based on appropriate identity assurance level requirements as specified in applicable standards and guidelines;
IA-12(b) Identity Proofing,ia-12_smt.b,ia-12,ia-12_smt.b,Resolve user identities to a unique individual; and
IA-12(c) Identity Proofing,ia-12_smt.c,ia-12,ia-12_smt.c,"Collect, validate, and verify identity evidence."
IA-12.2 Identity Evidence,ia-12.2,ia-12.2,,Require evidence of individual identification be presented to the registration authority.
IA-12.3 Identity Evidence Validation and Verification,ia-12.3,ia-12.3,,Require that the presented identity evidence be validated and verified through [methods of validation and verification].
IA-12.5 Address Confirmation,ia-12.5,ia-12.5,,Require that a [registration code | notice of proofing] be delivered through an out-of-band channel to verify the users address (physical or digital) of record.
IR-1(a) Policy and Procedures,ir-1_smt.a,ir-1,ir-1_smt.a,"Develop, document, and disseminate to [organization-defined personnel or roles]: 1. [organization-level | mission/business process-level | system-level] incident response policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the incident response policy and the associated incident response controls;"
IR-1(b) Policy and Procedures,ir-1_smt.b,ir-1,ir-1_smt.b,"Designate an [official] to manage the development, documentation, and dissemination of the incident response policy and procedures; and"
IR-1(c) Policy and Procedures,ir-1_smt.c,ir-1,ir-1_smt.c,Review and update the current incident response: 1. Policy [frequency] and following [events] ; and 2. Procedures [frequency] and following [events].
IR-2(a) Incident Response Training,ir-2_smt.a,ir-2,ir-2_smt.a,Provide incident response training to system users consistent with assigned roles and responsibilities: 1. Within [time period] of assuming an incident response role or responsibility or acquiring system access; 2. When required by system changes; and 3. [frequency] thereafter; and
IR-2(b) Incident Response Training,ir-2_smt.b,ir-2,ir-2_smt.b,Review and update incident response training content [frequency] and following [events].
IR-3 Incident Response Testing,ir-3,ir-3,,Test the effectiveness of the incident response capability for the system [frequency] using the following tests: [tests]. Requirement: The service provider defines tests and/or exercises in accordance with NIST Special Publication 800-61 (as amended). Functional testing must occur prior to testing for initial authorization. Annual functional testing may be concurrent with required penetration tests (see CA-8). The service provider provides test plans to the JAB/AO annually. Test plans are approved and accepted by the JAB/AO prior to test commencing.
IR-3.2 Coordination with Related Plans,ir-3.2,ir-3.2,,Coordinate incident response testing with organizational elements responsible for related plans.
IR-4(a) Incident Handling,ir-4_smt.a,ir-4,ir-4_smt.a,"Implement an incident handling capability for incidents that is consistent with the incident response plan and includes preparation, detection and analysis, containment, eradication, and recovery;"
IR-4(b) Incident Handling,ir-4_smt.b,ir-4,ir-4_smt.b,Coordinate incident handling activities with contingency planning activities;
IR-4(c) Incident Handling,ir-4_smt.c,ir-4,ir-4_smt.c,"Incorporate lessons learned from ongoing incident handling activities into incident response procedures, training, and testing, and implement the resulting changes accordingly; and"
IR-4(d) Incident Handling,ir-4_smt.d,ir-4,ir-4_smt.d,"Ensure the rigor, intensity, scope, and results of incident handling activities are comparable and predictable across the organization."
IR-4.1 Automated Incident Handling Processes,ir-4.1,ir-4.1,,Support the incident handling process using [automated mechanisms].
IR-5 Incident Monitoring,ir-5,ir-5,,Track and document incidents.
IR-6(a) Incident Reporting,ir-6_smt.a,ir-6,ir-6_smt.a,Require personnel to report suspected incidents to the organizational incident response capability within [time period] ; and
IR-6(b) Incident Reporting,ir-6_smt.b,ir-6,ir-6_smt.b,Report incident information to [authorities].
IR-6.1 Automated Reporting,ir-6.1,ir-6.1,,Report incidents using [automated mechanisms].
IR-6.3 Supply Chain Coordination,ir-6.3,ir-6.3,,Provide incident information to the provider of the product or service and other organizations involved in the supply chain or supply chain governance for systems or system components related to the incident.
IR-7 Incident Response Assistance,ir-7,ir-7,,"Provide an incident response support resource, integral to the organizational incident response capability, that offers advice and assistance to users of the system for the handling and reporting of incidents."
IR-7.1 Automation Support for Availability of Information and Support,ir-7.1,ir-7.1,,Increase the availability of incident response information and support using [automated mechanisms].
IR-8(a) Incident Response Plan,ir-8_smt.a,ir-8,ir-8_smt.a,"Develop an incident response plan that: 1. Provides the organization with a roadmap for implementing its incident response capability; 2. Describes the structure and organization of the incident response capability; 3. Provides a high-level approach for how the incident response capability fits into the overall organization; 4. Meets the unique requirements of the organization, which relate to mission, size, structure, and functions; 5. Defines reportable incidents; 6. Provides metrics for measuring the incident response capability within the organization; 7. Defines the resources and management support needed to effectively maintain and mature an incident response capability; 8. Addresses the sharing of incident information; 9. Is reviewed and approved by [personnel or roles] [frequency] ; and 10. Explicitly designates responsibility for incident response to [entities, personnel, or roles]."
